"","X","date","latitude","longitude","name","life.stage","occurrence","count","SL.length.mm","distance.surveyed.m","main.method","total.shocking.time.min","salinity.ppt","pH","DO.mg.L","turbidity","water.temp.C","substrate","mud.silt","sand","gravel","cobble","boulder","width.m","depth.cm","gradient","habitat","edgewater","riffle","run","pool","glide","flatwater","mean.monthly.flow.cfs","flow.cfs","source","FL.length.mm","carapace.length.mm","weight.g"
"14932",342,"1992-05-23",34.402269,-118.700989,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14933",343,"1993-07-13",34.402269,-118.700989,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14934",344,"1993-10-26",34.402269,-118.700989,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14935",345,"1994-04-06",34.402269,-118.700989,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14936",346,"1994-05-27",34.402269,-118.700989,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14937",347,"1995-04-10",34.402269,-118.700989,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14938",348,"1995-12-15",34.402269,-118.700989,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14939",349,"1996-04-04",34.402269,-118.700989,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14940",350,"1997-03-31",34.402269,-118.700989,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14941",351,"1993-02-12",34.399775,-118.713496,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14942",352,"1993-11-09",34.399775,-118.713496,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14943",353,"1994-04-06",34.399775,-118.713496,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14944",354,"1994-11-09",34.399775,-118.713496,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14945",355,"1995-04-10",34.399775,-118.713496,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14946",356,"1995-04-26",34.399775,-118.713496,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14947",357,"1995-11-27",34.399775,-118.713496,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14948",358,"1996-04-04",34.399775,-118.713496,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14949",359,"1997-03-31",34.399775,-118.713496,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14950",360,"1993-05-13",34.404557,-118.719449,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14951",361,"1994-06-12",34.404557,-118.719449,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14952",362,"1994-06-23",34.404557,-118.719449,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14953",363,"1995-07-12",34.404557,-118.719449,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14954",364,"1997-04-11",34.404557,-118.719449,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14955",365,"1995-06-23",34.406419,-118.733632,"two-striped garter snake",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haglund, T & Baskin, J. Habitat Conservation Plan for the Federally Endangered Unarmored Threespine Stickleback and Other Species of Special Concern at the Newhall land and Farming Company's Crossings of the Santa Clara River, Los Angeles and Ventura Counties, California. Februry 2004 ",NA,NA,NA
"14956",1,"2005-03-01",34.030244,-118.811015,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14957",2,"2005-03-01",34.044269,-118.815287,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14958",3,"2005-03-01",34.07934,-118.821702,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14959",4,"2005-03-01",34.082657,-118.825449,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14960",5,"2005-03-01",34.08547,-118.830878,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14961",6,"2005-06-01",34.030244,-118.811015,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14962",7,"2005-06-01",34.044269,-118.815287,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14963",8,"2005-06-01",34.07934,-118.821702,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14964",9,"2005-06-01",34.082657,-118.825449,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14965",10,"2005-06-01",34.08547,-118.830878,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14966",11,"2005-11-01",34.030244,-118.811015,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14967",12,"2005-11-01",34.044269,-118.815287,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14968",13,"2005-11-01",34.07934,-118.821702,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14969",14,"2005-11-01",34.082657,-118.825449,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14970",15,"2005-11-01",34.08547,-118.830878,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14971",16,"2008-03-01",34.030244,-118.811015,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14972",17,"2008-03-01",34.044269,-118.815287,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14973",18,"2008-03-01",34.07934,-118.821702,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14974",19,"2008-03-01",34.082657,-118.825449,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14975",20,"2008-03-01",34.08547,-118.830878,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14976",21,"2008-06-01",34.030244,-118.811015,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14977",22,"2008-06-01",34.044269,-118.815287,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14978",23,"2008-06-01",34.07934,-118.821702,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14979",24,"2008-06-01",34.082657,-118.825449,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14980",25,"2008-06-01",34.08547,-118.830878,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14981",26,"2008-11-01",34.030244,-118.811015,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14982",27,"2008-11-01",34.044269,-118.815287,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14983",28,"2008-11-01",34.07934,-118.821702,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14984",29,"2008-11-01",34.082657,-118.825449,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14985",30,"2008-11-01",34.08547,-118.830878,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14986",31,"2009-03-01",34.030244,-118.811015,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14987",32,"2009-03-01",34.044269,-118.815287,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14988",33,"2009-03-01",34.07934,-118.821702,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14989",34,"2009-03-01",34.082657,-118.825449,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14990",35,"2009-03-01",34.08547,-118.830878,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14991",36,"2009-06-01",34.030244,-118.811015,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14992",37,"2009-06-01",34.044269,-118.815287,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14993",38,"2009-06-01",34.07934,-118.821702,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14994",39,"2009-06-01",34.082657,-118.825449,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
"14995",40,"2009-06-01",34.08547,-118.830878,"rainbow trout",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Research conservation district of the Santa Monica mountains, 2001-2017. Presence/absence of O.mykiss and tidewater goby.  Provided by Rosi Dagit.",NA,NA,NA
